,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
10,2018-03-06,UA,UA_CODESHARE,UA,3807,ZW,N470ZW,3807,11977,GRB,"Green Bay, WI",13930,ORD,"Chicago, IL",1155,1150.0,-5.0,23.0,1213.0,1256.0,53.0,1308,1349.0,41.0,0.0,,0.0,N,73.0,119.0,43.0,1.0,173.0,0.0,0.0,41.0,0.0,0.0,,,,
11,2019-05-07,UA,UA_CODESHARE,UA,3891,ZW,N420AW,3891,11267,DAY,"Dayton, OH",13930,ORD,"Chicago, IL",840,832.0,-8.0,17.0,849.0,845.0,12.0,915,857.0,-18.0,0.0,,0.0,N,95.0,85.0,56.0,1.0,240.0,,,,,,,,,
12,2019-09-01,UA,UA_CODESHARE,UA,4839,ZW,N427ZW,4839,13930,ORD,"Chicago, IL",11267,DAY,"Dayton, OH",1135,1136.0,1.0,21.0,1157.0,1340.0,6.0,1351,1346.0,-5.0,0.0,,0.0,N,76.0,70.0,43.0,1.0,240.0,,,,,,,,,
13,2019-05-07,UA,UA_CODESHARE,UA,3896,ZW,N433AW,3896,11977,GRB,"Green Bay, WI",13930,ORD,"Chicago, IL",655,645.0,-10.0,8.0,653.0,734.0,29.0,815,803.0,-12.0,0.0,,0.0,N,80.0,78.0,41.0,1.0,174.0,,,,,,,,,
14,2019-07-09,UA,UA_CODESHARE,UA,3952,ZW,N416AW,3952,12264,IAD,"Washington, DC",11995,GSO,"Greensboro/High Point, NC",1755,1819.0,24.0,10.0,1829.0,1910.0,7.0,1925,1917.0,-8.0,0.0,,0.0,N,90.0,58.0,41.0,1.0,239.0,,,,,,,,,
15,2019-02-12,UA,UA_CODESHARE,UA,3920,ZW,N450AW,3920,11775,FSD,"Sioux Falls, SD",13930,ORD,"Chicago, IL",1525,1546.0,21.0,20.0,1606.0,1719.0,14.0,1710,1733.0,23.0,0.0,,0.0,N,105.0,107.0,73.0,1.0,463.0,0.0,0.0,23.0,0.0,0.0,,,,
16,2018-12-22,UA,UA_CODESHARE,UA,3836,ZW,N442AW,3836,12264,IAD,"Washington, DC",10257,ALB,"Albany, NY",1235,1243.0,8.0,22.0,1305.0,1405.0,4.0,1400,1409.0,9.0,0.0,,0.0,N,85.0,86.0,60.0,1.0,325.0,,,,,,,,,
17,2019-04-30,UA,UA_CODESHARE,UA,3861,ZW,N423AW,3861,11995,GSO,"Greensboro/High Point, NC",13930,ORD,"Chicago, IL",1730,1841.0,71.0,24.0,1905.0,2014.0,17.0,1850,2031.0,101.0,0.0,,0.0,N,140.0,170.0,129.0,1.0,589.0,0.0,0.0,74.0,0.0,27.0,,,,
18,2019-12-28,UA,UA_CODESHARE,UA,3886,ZW,N431AW,3886,14524,RIC,"Richmond, VA",12264,IAD,"Washington, DC",1530,1521.0,-9.0,12.0,1533.0,1556.0,3.0,1622,1559.0,-23.0,0.0,,0.0,N,52.0,38.0,23.0,1.0,100.0,,,,,,,,,
19,2018-11-01,UA,UA_CODESHARE,UA,3954,ZW,N466AW,3954,12264,IAD,"Washington, DC",14100,PHL,"Philadelphia, PA",830,816.0,-14.0,19.0,835.0,917.0,8.0,935,925.0,-10.0,0.0,,0.0,N,65.0,69.0,42.0,1.0,135.0,,,,,,,,,
20,2019-05-07,UA,UA_CODESHARE,UA,3899,ZW,N413AW,3899,13930,ORD,"Chicago, IL",11042,CLE,"Cleveland, OH",945,947.0,2.0,14.0,1001.0,1150.0,3.0,1203,1153.0,-10.0,0.0,,0.0,N,78.0,66.0,49.0,1.0,315.0,,,,,,,,,
21,2019-11-03,UA,UA_CODESHARE,UA,3876,ZW,N418AW,3876,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",800,755.0,-5.0,22.0,817.0,857.0,9.0,917,906.0,-11.0,0.0,,0.0,N,137.0,131.0,100.0,1.0,606.0,,,,,,,,,
22,2019-05-24,UA,UA_CODESHARE,UA,4812,ZW,N427ZW,4812,13930,ORD,"Chicago, IL",14108,PIA,"Peoria, IL",1750,1829.0,39.0,16.0,1845.0,1912.0,3.0,1848,1915.0,27.0,0.0,,0.0,N,58.0,46.0,27.0,1.0,130.0,26.0,0.0,0.0,0.0,1.0,,,,
23,2019-01-06,UA,UA_CODESHARE,UA,3921,ZW,N431AW,3921,11423,DSM,"Des Moines, IA",11292,DEN,"Denver, CO",1550,1544.0,-6.0,13.0,1557.0,1636.0,9.0,1700,1645.0,-15.0,0.0,,0.0,N,130.0,121.0,99.0,1.0,589.0,,,,,,,,,
24,2018-05-13,UA,UA_CODESHARE,UA,3895,ZW,N444ZW,3895,13930,ORD,"Chicago, IL",11267,DAY,"Dayton, OH",2117,2146.0,29.0,11.0,2157.0,2336.0,5.0,2333,2341.0,8.0,0.0,,0.0,N,76.0,55.0,39.0,1.0,240.0,,,,,,,,,
25,2019-09-01,UA,UA_CODESHARE,UA,4818,ZW,N442AW,4818,13930,ORD,"Chicago, IL",13367,MLI,"Moline, IL",1550,1541.0,-9.0,18.0,1559.0,1630.0,5.0,1655,1635.0,-20.0,0.0,,0.0,N,65.0,54.0,31.0,1.0,139.0,,,,,,,,,
26,2018-12-22,UA,UA_CODESHARE,UA,3833,ZW,N423AW,3833,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",820,808.0,-12.0,12.0,820.0,846.0,37.0,918,923.0,5.0,0.0,,0.0,N,58.0,75.0,26.0,1.0,67.0,,,,,,,,,
27,2019-05-24,UA,UA_CODESHARE,UA,4823,ZW,N420AW,4823,13930,ORD,"Chicago, IL",12992,LIT,"Little Rock, AR",805,758.0,-7.0,26.0,824.0,948.0,7.0,1002,955.0,-7.0,0.0,,0.0,N,117.0,117.0,84.0,1.0,552.0,,,,,,,,,
28,2019-03-12,UA,UA_CODESHARE,UA,3945,ZW,N420AW,3945,14730,SDF,"Louisville, KY",13930,ORD,"Chicago, IL",1120,1112.0,-8.0,14.0,1126.0,1120.0,10.0,1156,1130.0,-26.0,0.0,,0.0,N,96.0,78.0,54.0,1.0,286.0,,,,,,,,,
29,2018-05-13,UA,UA_CODESHARE,UA,3910,ZW,N471ZW,3910,11066,CMH,"Columbus, OH",12264,IAD,"Washington, DC",1010,1035.0,25.0,13.0,1048.0,1144.0,6.0,1122,1150.0,28.0,0.0,,0.0,N,72.0,75.0,56.0,1.0,299.0,0.0,0.0,3.0,0.0,25.0,,,,
30,2019-04-30,UA,UA_CODESHARE,UA,3842,ZW,N419AW,3842,11066,CMH,"Columbus, OH",13930,ORD,"Chicago, IL",1240,1233.0,-7.0,13.0,1246.0,1300.0,11.0,1310,1311.0,1.0,0.0,,0.0,N,90.0,98.0,74.0,1.0,296.0,,,,,,,,,
31,2019-12-11,UA,UA_CODESHARE,UA,3848,ZW,N432AW,3848,13930,ORD,"Chicago, IL",15412,TYS,"Knoxville, TN",708,708.0,0.0,52.0,800.0,1004.0,4.0,948,1008.0,20.0,0.0,,0.0,N,100.0,120.0,64.0,1.0,475.0,0.0,0.0,20.0,0.0,0.0,,,,
32,2019-12-11,UA,UA_CODESHARE,UA,3840,ZW,N431AW,3840,12264,IAD,"Washington, DC",11986,GRR,"Grand Rapids, MI",1730,1727.0,-3.0,25.0,1752.0,1921.0,6.0,1927,1927.0,0.0,0.0,,0.0,N,117.0,120.0,89.0,1.0,501.0,,,,,,,,,
33,2019-04-08,UA,UA_CODESHARE,UA,3871,ZW,N416AW,3871,12264,IAD,"Washington, DC",14321,PWM,"Portland, ME",1705,1702.0,-3.0,16.0,1718.0,1831.0,3.0,1849,1834.0,-15.0,0.0,,0.0,N,104.0,92.0,73.0,1.0,493.0,,,,,,,,,
34,2018-12-22,UA,UA_CODESHARE,UA,3829,ZW,N447AW,3829,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1100,1121.0,21.0,19.0,1140.0,1206.0,11.0,1205,1217.0,12.0,0.0,,0.0,N,125.0,116.0,86.0,1.0,528.0,,,,,,,,,
35,2018-01-05,UA,UA_CODESHARE,UA,3773,ZW,N429AW,3773,13930,ORD,"Chicago, IL",11986,GRR,"Grand Rapids, MI",730,734.0,4.0,17.0,751.0,918.0,5.0,928,923.0,-5.0,0.0,,0.0,N,58.0,49.0,27.0,1.0,137.0,,,,,,,,,
36,2018-05-26,UA,UA_CODESHARE,UA,3851,ZW,N448AW,3851,13930,ORD,"Chicago, IL",15412,TYS,"Knoxville, TN",1416,1410.0,-6.0,54.0,1504.0,1713.0,3.0,1700,1716.0,16.0,0.0,,0.0,N,104.0,126.0,69.0,1.0,475.0,0.0,0.0,16.0,0.0,0.0,,,,
37,2019-05-07,UA,UA_CODESHARE,UA,3885,ZW,N435AW,3885,10434,AVP,"Scranton/Wilkes-Barre, PA",12264,IAD,"Washington, DC",1430,1414.0,-16.0,8.0,1422.0,1459.0,3.0,1554,1502.0,-52.0,0.0,,0.0,N,84.0,48.0,37.0,1.0,189.0,,,,,,,,,
38,2019-10-19,UA,UA_CODESHARE,UA,4817,ZW,N461AW,4817,11203,CWA,"Mosinee, WI",13930,ORD,"Chicago, IL",545,540.0,-5.0,7.0,547.0,640.0,8.0,705,648.0,-17.0,0.0,,0.0,N,80.0,68.0,53.0,1.0,213.0,,,,,,,,,
39,2019-06-09,UA,UA_CODESHARE,UA,4877,ZW,N417AW,4877,13930,ORD,"Chicago, IL",11267,DAY,"Dayton, OH",1435,1435.0,0.0,24.0,1459.0,1643.0,4.0,1700,1647.0,-13.0,0.0,,0.0,N,85.0,72.0,44.0,1.0,240.0,,,,,,,,,
40,2019-12-28,UA,UA_CODESHARE,UA,3887,ZW,N461AW,3887,13930,ORD,"Chicago, IL",14122,PIT,"Pittsburgh, PA",1215,1218.0,3.0,17.0,1235.0,1434.0,6.0,1450,1440.0,-10.0,0.0,,0.0,N,95.0,82.0,59.0,1.0,413.0,,,,,,,,,
41,2019-01-04,UA,UA_CODESHARE,UA,4820,ZW,N436AW,4820,12945,LEX,"Lexington, KY",13930,ORD,"Chicago, IL",1040,1030.0,-10.0,12.0,1042.0,1035.0,7.0,1115,1042.0,-33.0,0.0,,0.0,N,95.0,72.0,53.0,1.0,323.0,,,,,,,,,
42,2019-12-11,UA,UA_CODESHARE,UA,3856,ZW,N429AW,3856,12264,IAD,"Washington, DC",11066,CMH,"Columbus, OH",1740,1733.0,-7.0,25.0,1758.0,1855.0,7.0,1905,1902.0,-3.0,0.0,,0.0,N,85.0,89.0,57.0,1.0,299.0,,,,,,,,,
43,2019-01-06,UA,UA_CODESHARE,UA,3922,ZW,N458AW,3922,12264,IAD,"Washington, DC",11996,GSP,"Greer, SC",1715,1712.0,-3.0,20.0,1732.0,1830.0,3.0,1855,1833.0,-22.0,0.0,,0.0,N,100.0,81.0,58.0,1.0,384.0,,,,,,,,,
44,2018-11-07,UA,UA_CODESHARE,UA,3866,ZW,N427ZW,3866,12264,IAD,"Washington, DC",14711,SCE,"State College, PA",825,809.0,-16.0,19.0,828.0,856.0,2.0,935,858.0,-37.0,0.0,,0.0,N,70.0,49.0,28.0,1.0,133.0,,,,,,,,,
45,2018-05-26,UA,UA_CODESHARE,UA,3842,ZW,N438AW,3842,13930,ORD,"Chicago, IL",14633,RST,"Rochester, MN",745,737.0,-8.0,14.0,751.0,835.0,4.0,905,839.0,-26.0,0.0,,0.0,N,80.0,62.0,44.0,1.0,268.0,,,,,,,,,
46,2018-05-13,UA,UA_CODESHARE,UA,3899,ZW,N432AW,3899,13930,ORD,"Chicago, IL",12339,IND,"Indianapolis, IN",1015,1006.0,-9.0,22.0,1028.0,1158.0,5.0,1218,1203.0,-15.0,0.0,,0.0,N,63.0,57.0,30.0,1.0,177.0,,,,,,,,,
47,2018-03-06,UA,UA_CODESHARE,UA,3801,ZW,N457AW,3801,14524,RIC,"Richmond, VA",13930,ORD,"Chicago, IL",1820,1817.0,-3.0,28.0,1845.0,1929.0,20.0,1944,1949.0,5.0,0.0,,0.0,N,144.0,152.0,104.0,1.0,642.0,,,,,,,,,
48,2018-05-26,UA,UA_CODESHARE,UA,3848,ZW,N445AW,3848,14685,SAV,"Savannah, GA",12264,IAD,"Washington, DC",1450,1559.0,69.0,12.0,1611.0,1728.0,10.0,1635,1738.0,63.0,0.0,,0.0,N,105.0,99.0,77.0,1.0,515.0,0.0,0.0,63.0,0.0,0.0,,,,
49,2018-12-28,UA,UA_CODESHARE,UA,3858,ZW,N465AW,3858,11977,GRB,"Green Bay, WI",13930,ORD,"Chicago, IL",930,917.0,-13.0,11.0,928.0,1011.0,10.0,1045,1021.0,-24.0,0.0,,0.0,N,75.0,64.0,43.0,1.0,174.0,,,,,,,,,
50,2018-11-01,UA,UA_CODESHARE,UA,3833,ZW,N429AW,3833,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",825,817.0,-8.0,12.0,829.0,855.0,15.0,920,910.0,-10.0,0.0,,0.0,N,55.0,53.0,26.0,1.0,67.0,,,,,,,,,
51,2018-05-13,UA,UA_CODESHARE,UA,3915,ZW,N417AW,3915,13930,ORD,"Chicago, IL",11995,GSO,"Greensboro/High Point, NC",1355,1346.0,-9.0,19.0,1405.0,1628.0,6.0,1658,1634.0,-24.0,0.0,,0.0,N,123.0,108.0,83.0,1.0,589.0,,,,,,,,,
52,2019-01-06,UA,UA_CODESHARE,UA,3930,ZW,N446AW,3930,13930,ORD,"Chicago, IL",14576,ROC,"Rochester, NY",745,742.0,-3.0,16.0,758.0,1006.0,16.0,1030,1022.0,-8.0,0.0,,0.0,N,105.0,100.0,68.0,1.0,528.0,,,,,,,,,
53,2018-05-16,UA,UA_CODESHARE,UA,3846,ZW,N460AW,3846,13930,ORD,"Chicago, IL",11111,COU,"Columbia, MO",1945,2013.0,28.0,16.0,2029.0,2117.0,4.0,2107,2121.0,14.0,0.0,,0.0,N,82.0,68.0,48.0,1.0,315.0,,,,,,,,,
54,2018-11-12,UA,UA_CODESHARE,UA,4805,ZW,N448AW,4805,13485,MSN,"Madison, WI",13930,ORD,"Chicago, IL",1355,1506.0,71.0,9.0,1515.0,1548.0,13.0,1455,1601.0,66.0,0.0,,0.0,N,60.0,55.0,33.0,1.0,109.0,66.0,0.0,0.0,0.0,0.0,,,,
55,2018-03-06,UA,UA_CODESHARE,UA,3807,ZW,N438AW,3807,13930,ORD,"Chicago, IL",15016,STL,"St. Louis, MO",1620,1620.0,0.0,18.0,1638.0,1727.0,7.0,1739,1734.0,-5.0,0.0,,0.0,N,79.0,74.0,49.0,1.0,258.0,,,,,,,,,
56,2018-05-16,UA,UA_CODESHARE,UA,3844,ZW,N432AW,3844,13930,ORD,"Chicago, IL",11775,FSD,"Sioux Falls, SD",850,1152.0,182.0,17.0,1209.0,1319.0,3.0,1037,1322.0,165.0,0.0,,0.0,N,107.0,90.0,70.0,1.0,462.0,0.0,0.0,0.0,0.0,165.0,,,,
57,2019-02-19,UA,UA_CODESHARE,UA,3836,ZW,N453AW,3836,12197,HPN,"White Plains, NY",13930,ORD,"Chicago, IL",1800,1817.0,17.0,18.0,1835.0,1955.0,18.0,1948,2013.0,25.0,0.0,,0.0,N,168.0,176.0,140.0,1.0,738.0,0.0,0.0,8.0,0.0,17.0,,,,
58,2019-09-01,UA,UA_CODESHARE,UA,4841,ZW,N426AW,4841,12264,IAD,"Washington, DC",15016,STL,"St. Louis, MO",2210,2156.0,-14.0,14.0,2210.0,2254.0,4.0,2325,2258.0,-27.0,0.0,,0.0,N,135.0,122.0,104.0,1.0,696.0,,,,,,,,,
59,2019-02-12,UA,UA_CODESHARE,UA,3940,ZW,,3940,13930,ORD,"Chicago, IL",12278,ICT,"Wichita, KS",805,,,,,,,1017,,,1.0,B,0.0,N,132.0,,,1.0,588.0,,,,,,,,,
60,2019-12-28,UA,UA_CODESHARE,UA,3872,ZW,N405AW,3872,13485,MSN,"Madison, WI",13930,ORD,"Chicago, IL",1210,1154.0,-16.0,14.0,1208.0,1235.0,34.0,1319,1309.0,-10.0,0.0,,0.0,N,69.0,75.0,27.0,1.0,109.0,,,,,,,,,
61,2018-12-22,UA,UA_CODESHARE,UA,3845,ZW,N423AW,3845,13930,ORD,"Chicago, IL",14524,RIC,"Richmond, VA",1458,1456.0,-2.0,18.0,1514.0,1748.0,6.0,1805,1754.0,-11.0,0.0,,0.0,N,127.0,118.0,94.0,1.0,642.0,,,,,,,,,
62,2018-03-06,UA,UA_CODESHARE,UA,3793,ZW,N453AW,3793,13930,ORD,"Chicago, IL",12197,HPN,"White Plains, NY",1805,1759.0,-6.0,26.0,1825.0,2104.0,7.0,2118,2111.0,-7.0,0.0,,0.0,N,133.0,132.0,99.0,1.0,738.0,,,,,,,,,
63,2019-05-24,UA,UA_CODESHARE,UA,4818,ZW,N440AW,4818,13930,ORD,"Chicago, IL",15919,XNA,"Fayetteville, AR",830,825.0,-5.0,16.0,841.0,1006.0,5.0,1027,1011.0,-16.0,0.0,,0.0,N,117.0,106.0,85.0,1.0,522.0,,,,,,,,,
64,2019-02-19,UA,UA_CODESHARE,UA,3838,ZW,N443AW,3838,12264,IAD,"Washington, DC",10792,BUF,"Buffalo, NY",830,842.0,12.0,21.0,903.0,953.0,3.0,946,956.0,10.0,0.0,,0.0,N,76.0,74.0,50.0,1.0,283.0,,,,,,,,,
65,2018-08-21,UA,UA_CODESHARE,UA,3882,ZW,N457AW,3882,13930,ORD,"Chicago, IL",11995,GSO,"Greensboro/High Point, NC",1817,1821.0,4.0,15.0,1836.0,2058.0,6.0,2115,2104.0,-11.0,0.0,,0.0,N,118.0,103.0,82.0,1.0,589.0,,,,,,,,,
66,2018-03-06,UA,UA_CODESHARE,UA,3790,ZW,N438AW,3790,10469,AZO,"Kalamazoo, MI",13930,ORD,"Chicago, IL",1420,1410.0,-10.0,20.0,1430.0,1401.0,8.0,1425,1409.0,-16.0,0.0,,0.0,N,65.0,59.0,31.0,1.0,122.0,,,,,,,,,
67,2018-08-21,UA,UA_CODESHARE,UA,3869,ZW,N442AW,3869,13930,ORD,"Chicago, IL",11996,GSP,"Greer, SC",1745,2022.0,157.0,27.0,2049.0,2305.0,3.0,2040,2308.0,148.0,0.0,,0.0,N,115.0,106.0,76.0,1.0,577.0,3.0,0.0,0.0,0.0,145.0,,,,
68,2019-04-08,UA,UA_CODESHARE,UA,3962,ZW,N442AW,3962,10408,ATW,"Appleton, WI",13930,ORD,"Chicago, IL",925,920.0,-5.0,21.0,941.0,1018.0,23.0,1045,1041.0,-4.0,0.0,,0.0,N,80.0,81.0,37.0,1.0,161.0,,,,,,,,,
69,2018-08-21,UA,UA_CODESHARE,UA,3872,ZW,N464AW,3872,13485,MSN,"Madison, WI",13930,ORD,"Chicago, IL",1210,1217.0,7.0,14.0,1231.0,1258.0,12.0,1316,1310.0,-6.0,0.0,,0.0,N,66.0,53.0,27.0,1.0,108.0,,,,,,,,,
70,2018-01-05,UA,UA_CODESHARE,UA,3768,ZW,N429AW,3768,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",1155,1205.0,10.0,23.0,1228.0,1251.0,9.0,1251,1300.0,9.0,0.0,,0.0,N,56.0,55.0,23.0,1.0,67.0,,,,,,,,,
71,2018-11-07,UA,UA_CODESHARE,UA,3846,ZW,N468AW,3846,11111,COU,"Columbia, MO",13930,ORD,"Chicago, IL",1455,1446.0,-9.0,16.0,1502.0,1557.0,10.0,1626,1607.0,-19.0,0.0,,0.0,N,91.0,81.0,55.0,1.0,315.0,,,,,,,,,
72,2018-03-06,UA,UA_CODESHARE,UA,3800,ZW,N451AW,3800,12264,IAD,"Washington, DC",10868,CAE,"Columbia, SC",2205,2159.0,-6.0,17.0,2216.0,2327.0,4.0,2343,2331.0,-12.0,0.0,,0.0,N,98.0,92.0,71.0,1.0,401.0,,,,,,,,,
73,2018-03-06,UA,UA_CODESHARE,UA,3802,ZW,N424AW,3802,10868,CAE,"Columbia, SC",12264,IAD,"Washington, DC",600,554.0,-6.0,12.0,606.0,702.0,5.0,730,707.0,-23.0,0.0,,0.0,N,90.0,73.0,56.0,1.0,401.0,,,,,,,,,
74,2018-05-16,UA,UA_CODESHARE,UA,3833,ZW,N424AW,3833,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",825,1030.0,125.0,9.0,1039.0,1108.0,14.0,919,1122.0,123.0,0.0,,0.0,N,54.0,52.0,29.0,1.0,67.0,123.0,0.0,0.0,0.0,0.0,,,,
75,2018-08-21,UA,UA_CODESHARE,UA,3886,ZW,N464AW,3886,14457,RAP,"Rapid City, SD",13930,ORD,"Chicago, IL",600,554.0,-6.0,12.0,606.0,855.0,37.0,917,932.0,15.0,0.0,,0.0,N,137.0,158.0,109.0,1.0,779.0,0.0,0.0,15.0,0.0,0.0,,,,
76,2018-04-15,UA,UA_CODESHARE,UA,3812,ZW,N416AW,3812,11612,EVV,"Evansville, IN",13930,ORD,"Chicago, IL",1550,1544.0,-6.0,9.0,1553.0,1641.0,23.0,1719,1704.0,-15.0,0.0,,0.0,N,89.0,80.0,48.0,1.0,272.0,,,,,,,,,
77,2019-04-08,UA,UA_CODESHARE,UA,3861,ZW,N424AW,3861,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",715,705.0,-10.0,13.0,718.0,742.0,10.0,818,752.0,-26.0,0.0,,0.0,N,123.0,107.0,84.0,1.0,528.0,,,,,,,,,
78,2018-11-07,UA,UA_CODESHARE,UA,3855,ZW,N461AW,3855,13930,ORD,"Chicago, IL",10990,CHO,"Charlottesville, VA",1800,1754.0,-6.0,19.0,1813.0,2035.0,5.0,2052,2040.0,-12.0,0.0,,0.0,N,112.0,106.0,82.0,1.0,566.0,,,,,,,,,
79,2019-03-12,UA,UA_CODESHARE,UA,3937,ZW,N455AW,3937,11267,DAY,"Dayton, OH",13930,ORD,"Chicago, IL",1810,1806.0,-4.0,12.0,1818.0,1803.0,6.0,1841,1809.0,-32.0,0.0,,0.0,N,91.0,63.0,45.0,1.0,240.0,,,,,,,,,
80,2019-02-19,UA,UA_CODESHARE,UA,3827,ZW,N426AW,3827,13367,MLI,"Moline, IL",13930,ORD,"Chicago, IL",1055,1314.0,139.0,10.0,1324.0,1352.0,10.0,1200,1402.0,122.0,0.0,,0.0,N,65.0,48.0,28.0,1.0,139.0,4.0,0.0,0.0,0.0,118.0,,,,
81,2018-12-28,UA,UA_CODESHARE,UA,3859,ZW,N423AW,3859,14321,PWM,"Portland, ME",12264,IAD,"Washington, DC",1415,1408.0,-7.0,14.0,1422.0,1551.0,7.0,1617,1558.0,-19.0,0.0,,0.0,N,122.0,110.0,89.0,1.0,493.0,,,,,,,,,
82,2018-01-05,UA,UA_CODESHARE,UA,3765,ZW,N424AW,3765,10980,CHA,"Chattanooga, TN",13930,ORD,"Chicago, IL",645,643.0,-2.0,14.0,657.0,727.0,6.0,744,733.0,-11.0,0.0,,0.0,N,119.0,110.0,90.0,1.0,501.0,,,,,,,,,
83,2019-04-08,UA,UA_CODESHARE,UA,3851,ZW,N423AW,3851,10980,CHA,"Chattanooga, TN",12264,IAD,"Washington, DC",1440,1426.0,-14.0,12.0,1438.0,1551.0,7.0,1625,1558.0,-27.0,0.0,,0.0,N,105.0,92.0,73.0,1.0,506.0,,,,,,,,,
84,2018-05-13,UA,UA_CODESHARE,UA,3914,ZW,N426AW,3914,11066,CMH,"Columbus, OH",12264,IAD,"Washington, DC",605,602.0,-3.0,9.0,611.0,700.0,5.0,717,705.0,-12.0,0.0,,0.0,N,72.0,63.0,49.0,1.0,299.0,,,,,,,,,
